City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
232,Kokopo,PG,2021-10-24 21:58:24,-4.352,152.2633,81.39,67,100,1.54,overcast clouds
233,Marawi,PH,2021-10-24 21:58:25,7.9986,124.2928,65.64,90,99,2.64,overcast clouds
234,Tottori,JP,2021-10-24 21:54:26,35.5,134.2333,51.87,82,75,8.05,broken clouds
235,Anadyr,RU,2021-10-24 21:58:25,64.75,177.4833,5.5,85,75,4.47,broken clouds
236,Shache,CN,2021-10-24 21:58:26,38.4167,77.2406,45.73,36,88,3.02,overcast clouds
237,Seoul,KR,2021-10-24 21:56:31,37.5683,126.9778,45.84,97,20,3.44,fog
238,Cockburn Town,TC,2021-10-24 21:54:27,21.4612,-71.1419,82.36,61,40,9.22,scattered clouds
239,Huarmey,PE,2021-10-24 21:58:27,-10.0681,-78.1522,67.59,74,8,11.56,clear sky
240,Mwene-Ditu,CD,2021-10-24 21:58:27,-7.0,23.45,66.52,98,99,8.41,moderate rain
241,Chumikan,RU,2021-10-24 21:58:28,54.7183,135.315,34.38,86,91,15.01,overcast clouds
242,San Andres,CO,2021-10-24 21:58:28,12.5847,-81.7006,86.02,79,75,6.91,broken clouds
243,Diamantino,BR,2021-10-24 21:57:52,-14.4086,-56.4461,73.89,94,100,6.06,light rain
244,Olinda,BR,2021-10-24 21:58:26,-8.0089,-34.8553,82.13,69,20,5.75,few clouds
245,Sulangan,PH,2021-10-24 21:58:29,11.1373,123.7228,82.58,76,100,4.32,overcast clouds
246,Cassilandia,BR,2021-10-24 21:58:29,-19.1133,-51.7342,67.87,91,100,1.28,overcast clouds
247,Pilar,BR,2021-10-24 21:58:30,-9.5972,-35.9567,78.73,77,98,8.5,overcast clouds
248,Roald,NO,2021-10-24 21:58:31,62.5833,6.1333,52.72,82,75,8.05,broken clouds
249,Wau,SS,2021-10-24 21:58:31,7.7029,27.9953,78.37,60,16,1.57,few clouds
250,Guerrero Negro,MX,2021-10-24 21:57:12,27.9769,-114.0611,70.47,58,0,16.71,clear sky
251,Karratha,AU,2021-10-24 21:58:32,-20.7377,116.8463,74.95,57,1,9.98,clear sky
252,Ahipara,NZ,2021-10-24 21:58:33,-35.1667,173.1667,65.98,71,16,3.6,few clouds
253,Lodwar,KE,2021-10-24 21:58:33,3.1191,35.5973,86.67,39,16,16.91,few clouds
254,Awjilah,LY,2021-10-24 21:58:34,29.1081,21.2869,74.97,30,6,11.83,clear sky
255,Beinamar,TD,2021-10-24 21:58:34,8.6698,15.3813,76.96,74,70,3.62,broken clouds
256,Bartica,GY,2021-10-24 21:58:35,6.4,-58.6167,80.92,98,100,3.27,light rain
257,Vigia Del Fuerte,CO,2021-10-24 21:58:35,6.5789,-76.8863,77.94,91,95,3.02,overcast clouds
258,Waddan,LY,2021-10-24 21:58:36,29.1614,16.139,80.01,23,99,2.37,overcast clouds
259,Farmington,US,2021-10-24 21:58:18,36.7281,-108.2187,68.86,29,18,5.99,few clouds
260,Hofn,IS,2021-10-24 21:55:08,64.2539,-15.2082,42.17,87,100,17.72,light rain
261,Torbay,CA,2021-10-24 21:58:37,47.6666,-52.7314,55.67,88,75,23.02,very heavy rain
262,Guaiba,BR,2021-10-24 21:58:37,-30.1139,-51.325,71.51,50,0,6.91,clear sky
263,Ust-Omchug,RU,2021-10-24 21:57:44,61.15,149.6333,12.88,95,100,4.34,light snow
264,Constitucion,CL,2021-10-24 21:58:38,-35.3333,-72.4167,60.62,73,2,17.4,clear sky
265,Goundam,ML,2021-10-24 21:58:38,16.4145,-3.6708,94.53,23,48,4.56,scattered clouds
266,Howard Springs,AU,2021-10-24 21:58:39,-12.497,131.047,82.81,95,16,2.13,few clouds
267,Masumbwe,TZ,2021-10-24 21:58:39,-3.6333,32.1833,72.75,66,95,3.02,overcast clouds
268,Bengkulu,ID,2021-10-24 21:56:46,-3.8004,102.2655,75.13,89,100,5.39,overcast clouds
269,Talcahuano,CL,2021-10-24 21:58:40,-36.7167,-73.1167,60.48,72,0,19.57,clear sky
270,Christchurch,NZ,2021-10-24 21:54:09,-43.5333,172.6333,67.91,74,40,5.01,scattered clouds
271,Gazanjyk,TM,2021-10-24 21:58:40,39.2446,55.5154,57.6,67,0,8.21,clear sky
272,Nantucket,US,2021-10-24 21:58:41,41.2835,-70.0995,54.01,72,29,13.56,scattered clouds
273,Arraial Do Cabo,BR,2021-10-24 21:58:41,-22.9661,-42.0278,75.06,83,75,5.75,light rain
274,Saint-Denis,FR,2021-10-24 21:58:42,48.9167,2.3333,52.14,80,0,3.44,clear sky
275,Yerbogachen,RU,2021-10-24 21:58:42,61.2767,108.0108,34.5,97,100,9.8,light rain
276,Saint Anthony,US,2021-10-24 21:57:40,45.0205,-93.218,50.02,56,100,3.0,overcast clouds
277,Menongue,AO,2021-10-24 21:58:43,-14.6585,17.691,67.15,78,75,4.32,broken clouds
278,Port Lincoln,AU,2021-10-24 21:57:39,-34.7333,135.8667,55.31,67,0,14.7,clear sky
279,Mlimba,TZ,2021-10-24 21:58:43,-8.8,35.8167,79.48,49,4,7.74,clear sky
280,Gaomi,CN,2021-10-24 21:58:44,36.3833,119.7528,42.58,63,1,5.19,clear sky
281,Belaya Gora,RU,2021-10-24 21:58:44,68.5333,146.4167,-0.85,98,100,0.18,overcast clouds
282,Tarpon Springs,US,2021-10-24 21:54:48,28.1461,-82.7568,84.94,79,40,1.01,scattered clouds
283,Poum,NC,2021-10-24 21:58:45,-20.2333,164.0167,76.19,73,45,11.43,scattered clouds
284,Colorado Springs,US,2021-10-24 21:56:16,38.8339,-104.8214,71.74,21,1,1.01,clear sky
285,Belyy Yar,RU,2021-10-24 21:58:46,53.6039,91.3903,46.29,66,0,11.18,clear sky
286,Goderich,CA,2021-10-24 21:58:46,43.7501,-81.7165,51.91,66,96,2.3,overcast clouds
287,Khumalag,RU,2021-10-24 21:58:47,43.2403,44.4752,45.37,93,100,2.24,mist
288,Kuching,MY,2021-10-24 21:58:47,1.55,110.3333,77.22,94,20,3.44,few clouds
289,Ostrovnoy,RU,2021-10-24 21:58:48,68.0531,39.5131,34.39,73,56,21.72,light rain
290,Hailar,CN,2021-10-24 21:58:48,49.2,119.7,32.38,57,35,6.33,scattered clouds
291,Fairview,US,2021-10-24 21:58:49,40.8126,-73.999,59.27,62,89,1.99,overcast clouds
292,Burjuc,RO,2021-10-24 21:58:49,45.9522,22.4867,39.49,67,3,4.54,clear sky
293,East London,ZA,2021-10-24 21:58:49,-33.0153,27.9116,60.13,76,48,11.05,scattered clouds
294,Mounana,GA,2021-10-24 21:58:50,-1.4085,13.1586,70.83,97,24,2.01,light rain
295,Turukhansk,RU,2021-10-24 21:58:50,65.8167,87.9833,25.74,96,100,14.0,light snow
296,Carauari,BR,2021-10-24 21:58:51,-4.8828,-66.8958,83.91,73,79,2.71,broken clouds
297,Cotonou,BJ,2021-10-24 21:58:20,6.3654,2.4183,80.58,89,20,8.05,few clouds
298,Hakkari,TR,2021-10-24 21:58:52,37.5833,44.1667,39.49,50,2,3.29,clear sky
299,Balgazyn,RU,2021-10-24 21:58:52,51.0,95.2,31.89,61,73,2.37,broken clouds
300,Sarkand,KZ,2021-10-24 21:58:53,45.41,79.9186,43.95,48,0,3.76,clear sky
301,Lososina,RU,2021-10-24 21:58:53,48.9975,140.3106,36.48,79,2,4.56,clear sky
302,Ada,US,2021-10-24 21:58:53,43.4166,-116.1262,52.05,82,100,17.0,light rain
303,Longyearbyen,SJ,2021-10-24 21:55:34,78.2186,15.6401,17.44,79,40,2.3,scattered clouds
304,Touros,BR,2021-10-24 21:58:54,-5.1989,-35.4608,81.5,73,28,13.94,scattered clouds
305,Bouca,CF,2021-10-24 21:58:55,6.5105,18.2733,72.9,94,86,1.41,light rain
306,Qui Nhon,VN,2021-10-24 21:58:55,13.7667,109.2333,77.67,88,100,18.19,overcast clouds
307,Faanui,PF,2021-10-24 21:58:56,-16.4833,-151.75,76.28,87,100,15.19,light rain
308,Maniitsoq,GL,2021-10-24 21:58:56,65.4167,-52.9,25.77,55,9,8.55,clear sky
309,Majene,ID,2021-10-24 21:58:57,-3.5403,118.9707,78.66,86,85,1.99,overcast clouds
310,Necochea,AR,2021-10-24 21:58:57,-38.5473,-58.7368,59.14,57,11,5.7,few clouds
311,Mazyr,BY,2021-10-24 21:58:58,52.0495,29.2456,32.77,78,59,5.17,broken clouds
312,Oxford,GB,2021-10-24 21:58:58,51.7522,-1.256,55.76,97,75,10.36,broken clouds
313,Bayji,IQ,2021-10-24 21:58:59,34.9311,43.487,68.11,16,0,7.47,clear sky
314,Dikson,RU,2021-10-24 21:58:59,73.5069,80.5464,9.18,87,100,18.19,overcast clouds
315,Pitimbu,BR,2021-10-24 21:59:00,-7.4706,-34.8086,81.19,73,46,8.68,scattered clouds
316,Souillac,MU,2021-10-24 21:59:00,-20.5167,57.5167,75.36,78,40,11.5,scattered clouds
317,Palmer,US,2021-10-24 21:56:59,42.1584,-72.3287,55.31,60,66,2.57,broken clouds
318,Manggar,ID,2021-10-24 21:59:01,-2.8833,108.2667,78.71,82,16,0.98,few clouds
319,Rio Grande,BR,2021-10-24 21:59:02,-32.035,-52.0986,73.51,62,0,4.12,clear sky
320,Rochester,US,2021-10-24 21:58:00,43.1548,-77.6156,55.62,74,100,3.69,overcast clouds
321,Fairbanks,US,2021-10-24 21:58:22,64.8378,-147.7164,28.22,90,90,0.0,mist
322,Talnakh,RU,2021-10-24 21:54:14,69.4865,88.3972,25.95,97,100,6.24,light snow
323,Panaci,RO,2021-10-24 21:59:03,47.2667,25.3833,30.43,89,7,1.63,clear sky
324,Wonthaggi,AU,2021-10-24 21:59:03,-38.6044,145.5913,57.43,70,67,7.31,broken clouds
325,Porto Belo,BR,2021-10-24 21:59:04,-27.1578,-48.5531,71.96,73,87,17.11,overcast clouds
326,Half Moon Bay,US,2021-10-24 21:59:04,37.4636,-122.4286,64.63,94,90,11.99,heavy intensity rain
327,Batagay-Alyta,RU,2021-10-24 21:57:09,67.8006,130.4114,3.7,93,100,1.86,overcast clouds
328,Padang,ID,2021-10-24 21:59:05,-0.9492,100.3543,76.37,91,100,2.64,moderate rain
329,Ukiah,US,2021-10-24 21:59:06,39.1502,-123.2078,57.13,94,90,4.61,moderate rain
330,Zyryanka,RU,2021-10-24 21:59:06,65.75,150.85,0.63,85,100,2.19,overcast clouds
331,Iqaluit,CA,2021-10-24 21:59:06,63.7506,-68.5145,29.93,92,90,5.99,light snow
332,Sao Raimundo Das Mangabeiras,BR,2021-10-24 21:59:07,-7.0219,-45.4811,81.55,66,77,5.19,broken clouds
333,Grindavik,IS,2021-10-24 21:59:07,63.8424,-22.4338,45.07,100,90,4.61,overcast clouds
334,Zelenogorskiy,RU,2021-10-24 21:59:08,55.0333,87.0,43.32,80,100,10.0,light rain
335,Kalemie,CD,2021-10-24 21:59:08,-5.9475,29.1947,72.9,78,100,6.51,overcast clouds
336,Englewood,US,2021-10-24 21:59:09,39.6478,-104.9878,70.59,23,13,1.99,few clouds
337,Aasiaat,GL,2021-10-24 21:59:09,68.7098,-52.8699,13.15,96,100,8.28,overcast clouds
338,Wahiawa,US,2021-10-24 21:57:36,21.5028,-158.0236,79.79,63,75,12.66,broken clouds
339,Taquari,BR,2021-10-24 21:59:10,-29.7997,-51.8644,70.02,67,0,2.95,clear sky
340,Beipiao,CN,2021-10-24 21:59:10,41.7919,120.7792,43.18,72,71,3.22,broken clouds
341,Usuki,JP,2021-10-24 21:59:11,33.1081,131.7878,56.39,92,100,4.7,overcast clouds
342,Iskateley,RU,2021-10-24 21:59:11,67.6803,53.1512,19.08,96,91,4.07,overcast clouds
343,Pekan,MY,2021-10-24 21:59:12,3.4836,103.3996,73.51,92,99,3.02,overcast clouds
344,Pucallpa,PE,2021-10-24 21:59:12,-8.3791,-74.5539,95.04,46,40,13.8,scattered clouds
345,Gizo,SB,2021-10-24 21:59:12,-8.103,156.8419,83.61,71,23,3.69,few clouds
346,Klaksvik,FO,2021-10-24 21:59:13,62.2266,-6.589,50.92,88,92,25.72,overcast clouds
347,Leinefelde,DE,2021-10-24 21:59:13,51.3833,10.3333,42.1,75,1,3.4,clear sky
348,Bemidji,US,2021-10-24 21:54:20,47.4736,-94.8803,47.14,64,1,9.22,clear sky
349,Kristiinankaupunki,FI,2021-10-24 21:59:15,62.2743,21.376,46.49,93,100,16.64,overcast clouds
350,Nouadhibou,MR,2021-10-24 21:59:15,20.931,-17.0347,71.58,68,85,16.11,overcast clouds
351,Losal,IN,2021-10-24 21:59:16,27.4,74.9167,71.02,62,33,2.42,scattered clouds
352,Atkarsk,RU,2021-10-24 21:59:16,51.8718,45.0078,37.62,93,66,10.83,light rain
353,Mackay,AU,2021-10-24 21:59:17,-21.15,149.2,85.68,73,72,3.44,broken clouds
354,Bintulu,MY,2021-10-24 21:59:17,3.1667,113.0333,77.41,100,40,3.0,scattered clouds
355,Ayr,GB,2021-10-24 21:59:18,55.4627,-4.6339,54.32,87,75,9.22,broken clouds
356,Sivaki,RU,2021-10-24 21:59:18,52.6333,126.75,33.58,89,45,3.11,scattered clouds
357,Kuytun,RU,2021-10-24 21:59:19,54.3419,101.5036,38.97,79,100,13.87,overcast clouds
358,Luanda,AO,2021-10-24 21:59:19,-8.8368,13.2343,75.2,83,20,11.5,few clouds
359,Pangkalanbuun,ID,2021-10-24 21:59:20,-2.6833,111.6167,73.65,96,28,1.19,scattered clouds
360,Madison,US,2021-10-24 21:55:18,34.7334,-86.5667,73.08,64,1,1.01,clear sky
361,Liverpool,GB,2021-10-24 21:59:03,53.4106,-2.9779,54.68,85,0,3.0,clear sky
362,Khislavichi,RU,2021-10-24 21:59:21,54.1871,32.1582,29.7,88,28,6.26,scattered clouds
363,Kerman,IR,2021-10-24 21:59:21,30.2832,57.0788,62.46,20,0,16.11,clear sky
364,Hasaki,JP,2021-10-24 21:55:43,35.7333,140.8333,50.4,53,26,7.72,scattered clouds
365,Puerto Carreno,CO,2021-10-24 21:59:22,6.189,-67.4859,82.81,72,86,8.77,overcast clouds
366,Dalby,AU,2021-10-24 21:59:22,-27.1833,151.2667,71.98,67,16,1.99,few clouds
367,Gumdag,TM,2021-10-24 21:59:23,39.2061,54.5906,56.82,79,0,5.41,clear sky
368,Winslow,US,2021-10-24 21:55:05,35.0242,-110.6974,73.58,26,1,3.0,clear sky
369,Slatina,RO,2021-10-24 21:59:23,44.4333,24.3667,45.28,73,1,2.75,clear sky
370,Maragogi,BR,2021-10-24 21:59:24,-9.0122,-35.2225,77.36,76,53,9.69,broken clouds
371,Olhao,PT,2021-10-24 21:59:24,37.0286,-7.8411,64.29,68,0,9.22,clear sky
372,Verkhnetulomskiy,RU,2021-10-24 21:59:25,68.6073,31.7962,12.33,94,28,2.13,scattered clouds
373,Deputatskiy,RU,2021-10-24 21:58:00,69.3,139.9,0.34,98,100,1.39,overcast clouds
374,Ascension,US,2021-10-24 21:59:25,30.2169,-90.9001,82.4,76,90,5.75,overcast clouds
375,Palauig,PH,2021-10-24 21:59:26,15.435,119.9045,79.84,74,95,2.53,overcast clouds
376,Vila Velha,BR,2021-10-24 21:57:50,-20.3297,-40.2925,80.55,78,40,18.41,scattered clouds
377,Fontem,CM,2021-10-24 21:59:26,5.4685,9.8818,66.31,93,36,2.84,light rain
378,Spanish Fork,US,2021-10-24 21:59:27,40.115,-111.6549,58.21,68,99,2.13,overcast clouds
379,Lagunillas,VE,2021-10-24 21:59:27,10.1301,-71.2595,83.17,75,78,7.83,broken clouds
380,Kirakira,SB,2021-10-24 21:59:28,-10.4544,161.9205,84.45,72,43,8.14,scattered clouds
381,Koster,ZA,2021-10-24 21:59:28,-25.863,26.8976,59.88,69,77,15.1,broken clouds
382,Shalinskoye,RU,2021-10-24 21:59:29,55.7228,93.7594,41.56,72,100,14.45,overcast clouds
383,Oda,JP,2021-10-24 21:59:18,35.1833,132.5,48.97,61,100,3.6,moderate rain
384,Severo-Kurilsk,RU,2021-10-24 21:59:30,50.6789,156.125,39.02,75,46,19.69,scattered clouds
385,Husavik,IS,2021-10-24 21:58:16,66.0449,-17.3389,39.11,96,100,15.01,overcast clouds
386,Gamba,GA,2021-10-24 21:59:30,-2.65,10.0,77.07,88,100,3.83,overcast clouds
387,Quatre Cocos,MU,2021-10-24 21:59:31,-20.2078,57.7625,75.09,72,85,13.24,overcast clouds
388,Tadine,NC,2021-10-24 21:59:31,-21.55,167.8833,74.46,71,30,11.81,scattered clouds
389,Sarab,IR,2021-10-24 21:59:31,38.6066,44.9883,52.36,30,0,3.18,clear sky
390,Kholuy,RU,2021-10-24 21:59:32,56.575,41.8692,30.92,85,88,12.41,overcast clouds
391,Floro,NO,2021-10-24 21:59:32,61.5996,5.0328,51.96,100,75,27.63,mist
392,Ambon,ID,2021-10-24 21:59:33,-3.6954,128.1814,73.54,88,40,8.05,scattered clouds
393,Sigli,ID,2021-10-24 21:59:33,5.3848,95.9609,77.81,82,100,2.71,overcast clouds
394,Kodiak,US,2021-10-24 21:59:34,57.79,-152.4072,44.1,79,17,6.8,few clouds
395,Calabasas,US,2021-10-24 21:59:16,34.1578,-118.6384,74.05,63,99,1.99,overcast clouds
396,Thinadhoo,MV,2021-10-24 21:59:11,0.5333,72.9333,82.94,70,87,15.05,overcast clouds
397,Sao Joaquim,BR,2021-10-24 21:59:34,-28.2939,-49.9317,46.15,84,2,2.66,clear sky
398,Havelock,US,2021-10-24 21:58:52,34.8791,-76.9013,74.05,78,89,4.5,overcast clouds
399,Tinde,TZ,2021-10-24 21:59:35,-3.8833,33.2,79.18,45,70,4.9,broken clouds
400,Boende,CD,2021-10-24 21:59:36,-0.2167,20.8667,71.02,99,100,1.63,overcast clouds
401,Kulhudhuffushi,MV,2021-10-24 21:59:36,6.6221,73.07,81.7,79,73,12.57,broken clouds
402,Lata,PT,2021-10-24 21:56:07,40.1629,-8.3327,59.81,75,0,1.5,clear sky
403,Acarau,BR,2021-10-24 21:59:37,-2.8856,-40.12,80.74,72,9,15.68,clear sky
404,Winter Haven,US,2021-10-24 21:59:37,28.0222,-81.7329,82.27,77,1,4.0,clear sky
405,Muros,ES,2021-10-24 21:58:05,42.7762,-9.0603,62.83,90,21,1.57,few clouds
406,Pevek,RU,2021-10-24 21:57:22,69.7008,170.3133,6.39,93,100,4.03,overcast clouds
407,Prince Rupert,CA,2021-10-24 21:56:43,54.3161,-130.3201,51.49,62,100,6.91,overcast clouds
408,Muirkirk,GB,2021-10-24 21:59:38,55.5227,-4.0655,51.87,89,61,11.65,broken clouds
409,Nalut,LY,2021-10-24 21:59:39,30.3333,10.85,70.88,36,6,6.98,clear sky
410,Coihaique,CL,2021-10-24 21:58:01,-45.5752,-72.0662,48.15,81,90,5.75,heavy intensity rain
411,Casteltermini,IT,2021-10-24 21:59:39,37.5405,13.6445,58.55,84,81,10.18,broken clouds
412,Hay River,CA,2021-10-24 21:56:03,60.8156,-115.7999,42.78,75,90,9.22,light rain
413,Sola,VU,2021-10-24 21:58:09,-13.8833,167.55,84.87,79,75,0.0,broken clouds
414,Nanakuli,US,2021-10-24 21:54:47,21.3906,-158.1547,82.11,57,75,12.66,broken clouds
415,Soma,TR,2021-10-24 21:59:40,39.1855,27.6094,53.65,77,92,13.71,overcast clouds
416,Ilulissat,GL,2021-10-24 21:59:41,69.2167,-51.1,4.69,73,98,7.4,overcast clouds
417,Abu Samrah,SY,2021-10-24 21:59:41,35.3029,37.1841,63.81,64,0,4.25,clear sky
418,Loikaw,MM,2021-10-24 21:59:42,19.6742,97.2094,66.49,97,99,0.87,overcast clouds
419,Zawiercie,PL,2021-10-24 21:59:42,50.4877,19.4168,39.56,90,36,6.26,scattered clouds
420,Carnarvon,AU,2021-10-24 21:59:43,-24.8667,113.6333,68.07,73,40,13.8,scattered clouds
421,Alofi,NU,2021-10-24 21:59:43,-19.0595,-169.9187,80.49,54,63,18.41,broken clouds
422,Tual,ID,2021-10-24 21:59:43,-5.6667,132.75,81.43,77,97,4.92,overcast clouds
423,Beidao,CN,2021-10-24 21:59:44,34.5686,105.8933,50.32,85,99,2.1,overcast clouds
424,Thanh Hoa,VN,2021-10-24 21:59:45,19.8,105.7667,62.53,85,20,4.38,few clouds
425,Krasnoselkup,RU,2021-10-24 21:59:45,65.7,82.4667,24.82,90,98,21.32,overcast clouds
426,Springdale,US,2021-10-24 21:57:21,36.1867,-94.1288,74.79,78,40,17.0,scattered clouds
427,Tutoia,BR,2021-10-24 21:59:46,-2.7619,-42.2744,81.32,79,19,13.0,few clouds
428,Ballina,AU,2021-10-24 21:59:46,-28.8667,153.5667,69.78,87,90,0.0,light rain
429,Carahue,CL,2021-10-24 21:59:47,-38.7,-73.1667,57.4,78,91,6.42,overcast clouds
430,Amahai,ID,2021-10-24 21:59:47,-3.3333,128.9167,78.3,83,67,3.58,broken clouds
431,Santa Cruz,BO,2021-10-24 21:56:36,-17.8,-63.1667,75.25,57,75,6.91,broken clouds
432,Butembo,CD,2021-10-24 21:59:48,0.15,29.2833,57.38,95,97,2.84,overcast clouds
433,Mayo,US,2021-10-24 21:59:48,38.8876,-76.5119,69.39,78,64,8.01,broken clouds
434,Samarai,PG,2021-10-24 21:57:16,-10.6167,150.6667,82.42,78,47,11.88,scattered clouds
435,Hirara,JP,2021-10-24 21:59:49,24.8,125.2833,73.67,83,40,8.05,scattered clouds
436,Merritt Island,US,2021-10-24 21:55:32,28.5392,-80.672,82.49,83,75,10.36,broken clouds
437,Faya,SA,2021-10-24 21:59:49,18.3851,42.4509,57.72,52,13,3.02,few clouds
438,Marzuq,YE,2021-10-24 21:59:50,14.4,46.4667,71.24,22,2,1.86,clear sky
439,Zhanaozen,KZ,2021-10-24 21:59:50,43.3,52.8,51.51,30,4,8.14,clear sky
440,San Juan Bautista,PE,2021-10-24 21:59:51,-14.0108,-75.7358,63.23,47,0,10.92,clear sky
441,Hambantota,LK,2021-10-24 21:59:51,6.1241,81.1185,79.14,94,40,4.61,moderate rain
442,Areia Branca,BR,2021-10-24 21:59:52,-4.9561,-37.1369,82.6,71,4,21.36,clear sky
443,Diffa,NE,2021-10-24 21:59:52,13.3154,12.6113,88.02,18,68,7.43,broken clouds
444,Aguimes,ES,2021-10-24 21:59:53,27.9054,-15.4461,68.63,69,75,6.91,broken clouds
445,Borogontsy,RU,2021-10-24 21:59:53,62.6683,131.1683,27.27,98,100,3.53,light snow
446,Punta Alta,AR,2021-10-24 21:59:54,-38.8759,-62.0736,76.21,28,1,18.59,clear sky
447,Pokrovsk,UA,2021-10-24 21:59:43,48.282,37.1758,38.55,72,55,9.48,broken clouds
448,Luena,AO,2021-10-24 21:59:54,-11.7833,19.9167,65.52,93,100,7.63,light rain
449,Lithgow,AU,2021-10-24 21:59:55,-33.4833,150.15,54.86,45,0,8.52,clear sky
450,Vaitape,PF,2021-10-24 21:59:55,-16.5167,-151.75,77.05,81,100,12.66,overcast clouds
451,Bafoulabe,ML,2021-10-24 21:59:56,13.8065,-10.8321,83.52,61,100,2.82,overcast clouds
452,Mount Darwin,ZW,2021-10-24 21:59:56,-16.7725,31.5838,80.46,41,52,11.23,broken clouds
453,Andujar,ES,2021-10-24 21:59:56,38.0392,-4.0508,66.2,43,4,2.62,clear sky
454,Camacha,PT,2021-10-24 21:57:39,33.0833,-16.3333,67.42,56,40,12.66,scattered clouds
455,Omsukchan,RU,2021-10-24 21:59:35,62.5333,155.8,7.05,95,100,7.76,overcast clouds
456,Melilla,ES,2021-10-24 21:59:57,35.2937,-2.9383,64.78,82,0,5.75,clear sky
457,Inyonga,TZ,2021-10-24 21:59:58,-6.7167,32.0667,80.78,30,98,4.12,overcast clouds
458,Belmonte,BR,2021-10-24 21:59:58,-15.8631,-38.8828,79.3,88,39,8.75,scattered clouds
459,Kyra,RU,2021-10-24 21:59:59,49.5776,111.9753,30.72,67,0,4.68,clear sky
460,Duzce,TR,2021-10-24 21:59:20,40.8389,31.1639,50.32,88,100,4.92,overcast clouds
461,Axim,GH,2021-10-24 22:00:00,4.8699,-2.2405,77.77,86,65,6.62,broken clouds
462,Mormugao,IN,2021-10-24 22:00:00,15.4,73.8,75.88,85,53,8.59,broken clouds
463,Richards Bay,ZA,2021-10-24 22:00:01,-28.783,32.0377,64.04,67,84,4.94,broken clouds
464,Bowen,AU,2021-10-24 21:56:28,-20.0167,148.2333,71.82,64,12,4.25,few clouds
